ID,Connectedness
2309,0.20058094360323278
2298,0.19665182154580296
2267,0.1550320514948351
1583,0.17041489545192076
1988,0.19461875307486548
1477,0.19109959452738964
1794,0.18407190460881206
99,0.19847110475985336
2147,0.17470349368716329
2134,0.18634504643151575
729,0.1755020467195071
2272,0.22299129486994915
2111,0.22269229143622865
1602,0.18799560821554778
2196,0.13292349867780515
1526,0.19424632085608776
1982,0.19833559445498142
1654,0.1684844106824207
2094,0.177441977479351
1635,0.17872602982174557
279,0.19166474448260634
2359,0.19229832140320577
2222,0.19874745504793595
2411,0.17740165630730387
2244,0.1296191020111907
2148,0.18189772803011614
1927,0.1822857919942108
1809,0.19107227398221271
2408,0.1411589215204005
2172,0.1875650747281057
2246,0.16370371250044669
1504,0.19278475270849038
2355,0.21190341584830466
2378,0.1771603453028508
1931,0.1724884954643097
1777,0.16903865494507647
1686,0.20191313929586324
1498,0.15129536754498657
1913,0.17717832088559846
2419,0.19755546176299674
2404,0.17868917448799276
2418,0.20365688454848602
1860,0.19160154962889409
2269,0.17193874568560286
1506,0.17738762009300338
2322,0.1918978362793914
2072,0.17111828886082492
2455,0.18296577653348453
2251,0.18382399937009655
2311,0.17060320816856817
1907,0.20311631055717336
2448,0.17580492870509698
2421,0.18435490308149866
1590,0.14477915761342336
2295,0.17456263709595735
2390,0.16697946199031263
2417,0.18136517532962199
2450,0.19083028273339758
1256,0.1974482546914091
2416,0.16894003147150582
2425,0.16393309144096824
2128,0.18824806360423774
1688,0.18414863467560033
1879,0.19030049885051056
2070,0.15618070780832075
2071,0.17902849278751115
2352,0.17002271358948332
2259,0.19485283139019138
599,0.18887791086500733
2252,0.1724242804878639
2023,0.19583503146343378
2153,0.19482601589216664
1761,0.15814693489324524
1996,0.19343397487648328
2405,0.19148610609111041
2294,0.1644159555040585
186,0.18669985938675177
2415,0.18173722444398388
2347,0.18110755820689386
2333,0.18384426951849892
2402,0.1718806609701473
1184,0.1881158797773531
1954,0.1947660893737021
2315,0.1770470624866412
2326,0.20035279767511321
2363,0.18424493167618636
2440,0.17906703006993374
2385,0.17408716358714577
1838,0.18961177295934112
2435,0.1917692406548868
2113,0.17528277029996525
2372,0.16979156077340893
1836,0.1637267020181621
2008,0.16020510820510633
2354,0.1799484252546116
2414,0.18542755514866374
2394,0.1754777973140157
2447,0.15511732617412383
1751,0.17728087296850634
2165,0.15098163497720132
2349,0.18405331514244566
1805,0.16564105299673626
2166,0.15909892477899834
2065,0.19493709259742534
1804,0.1956642923807633
2449,0.1738816147608564
2328,0.18400178707228715
2100,0.18892240639981095
2358,0.18433309447676385
1846,0.18407031096162657
1588,0.2079970107660286
1832,0.18292737030680542
355,0.18256754378699652
316,0.17500685350765458
1479,0.17084014816926923
1814,0.16471021224788074
2324,0.17180507528342723
1528,0.16316208156297235
2308,0.19836430832844656
1890,0.1854394847135862
1653,0.1698254628878838
2092,0.19437122835412415
2055,0.19388777760572867
2393,0.21269527670215754
2160,0.16751727835593513
1986,0.19272969245240343
1791,0.1861524997006447
1952,0.19217697080463605
1922,0.17229753225565891
2197,0.15101939612265008
2276,0.16810487181576006
2239,0.16987874718721258
2444,0.20305472343971426
2439,0.15415159605868461
1987,0.18230347385443108
2446,0.19523779359455798
2379,0.14341817045603708
2112,0.17114320246377895
1950,0.17964385342482075
2371,0.17335553745299828
2337,0.20351381025458026
2400,0.17262702010646452
2103,0.18429018571026343
2237,0.18585853468804683
256,0.18351468853664135
2051,0.20173164209026073
854,0.15166336078857592
1468,0.160202304889674
2152,0.1935387174549746
1840,0.15971522135853838
2143,0.17045678760288063
2124,0.1741870209986984
2427,0.1836957404210837
2014,0.18477901627021817
2451,0.17290959065608888
2376,0.19379490919485623
2223,0.1944033582955527
2129,0.1704683085911337
2356,0.18451985026921494
1997,0.18280258243428418
2161,0.18052492137812934
2170,0.17606208608721743
2401,0.1730346933365157
2454,0.19293705087357724
2296,0.18122089326108148
2342,0.18557893504210984
2384,0.18727155103918552
2313,0.2037152867388719
2101,0.20181476510143567
1888,0.18302192454588698
1042,0.1784929995701314
1854,0.17201017320881323
1959,0.20000682426265665
2227,0.1780490449888928
2110,0.1896427451028351
2383,0.18629394090419577
1037,0.16860160225500956
1818,0.18787891571521445
2106,0.1819388935356407
1790,0.1900850885082074
701,0.18018601315096688
2032,0.20311462302252734
2167,0.17655449239262833
1976,0.16536130182483808
2264,0.20676183531732428
2412,0.17504195161258918
1728,0.18943502490283198
1967,0.17216409337939745
1989,0.18448970113621707
2230,0.18726103658862892
2409,0.1685879410663595
2171,0.1789924310064267
2432,0.1755370509058926
2367,0.18915913606963097
1668,0.19603129594257326
1940,0.17994661567886416
1973,0.1969971747737567
1774,0.18463324563443845
2025,0.15508827417126678
2238,0.1739487267378345
2253,0.17860070122473862
2131,0.18396962502625427
2018,0.1948007849524911
2307,0.1945518643407096
2361,0.20252941157285093
281,0.16862459378599048
2433,0.16592826201264954
1155,0.15531586761546665
2275,0.17964335683250474
2350,0.14304612745734968
2398,0.16585794658189965
2150,0.15851959539880162
2119,0.13681701368502952
2391,0.17911077054133392
2102,0.17677185910514207
2310,0.1739802774612785
2229,0.19448635922378757
2457,0.1779998636923385
1593,0.16882339624102993
2149,0.18402609981997656
165,0.11426437797528204
2226,0.2007302824470155
1781,0.19351324611100823
2334,0.17224665430773198
1835,0.18853238727224306
1994,0.20550190495608603
2231,0.14055692167605588
1722,0.17935221229523257
2338,0.2070377084527582
2127,0.15952373578953377
709,0.14023011598627158
1641,0.19656021159257317
2434,0.16377190284453555
2325,0.1609761861001744
2428,0.17017131555791745
1596,0.17436942483108028
2202,0.18184115063804698
2429,0.20827034595416155
2346,0.18922039676905072
1675,0.18778620817674843
1693,0.19575692708098877
2312,0.18163627899955342
1955,0.1550762442712274
2443,0.19089442504146567
2061,0.17821263339225146
1909,0.1290194214836024
1487,0.08426707421552647
2331,0.2172081859205819
1806,0.15759380454257402
1741,0.20550973234206446
2035,0.1686331620225397
2458,0.19435713180969363
2381,0.18604133216782598
2320,0.1636589605335031
2236,0.16478724222078212
1803,0.19373980193350726
2104,0.1857254481943916
2438,0.1651372614487155
2392,0.16663944158931818
2471,0.1654419418656085
2413,0.19442320398798682
2459,0.17073586189708595
2452,0.17482808629874175
2403,0.17317583928345315
2445,0.16591629268307712
2109,0.17275391248289462
2090,0.1702315375312507
2137,0.19085854146092682
612,0.16668386229703475
1886,0.17276959131813896
2028,0.19211844148783075
2274,0.17712598437612684
2248,0.1606076701654033
2245,0.18212040964336115
2369,0.16178914950462955
2026,0.17756093175457857
2062,0.17304712598299982
2387,0.18990209536210215
2046,0.16643183484446936
2224,0.1904628588694667
977,0.16749905605664886
1885,0.17246933683365945
2256,0.17617025672797715
2140,0.17291640768027358
2009,0.18610328884529959
2368,0.19448632105931923
2243,0.18992671431234037
1834,0.19149234672335472
2049,0.17753699792541694
2297,0.17086518053582764
2442,0.1517021331863819
2268,0.14127354431710576
1753,0.18930691312772496
2441,0.161058896694245
711,0.17657919676163705
2163,0.14181618141622176
798,0.13730100896776398
1188,0.12918819373941667
1992,0.20693686580536172
2480,0.1390358308442959
1041,0.1762961216563657
2277,0.19126776715508464
1908,0.17625306926788806
1205,0.2197063691407538
2473,0.18102813212207922
2191,0.17638731153958967
2460,0.17260585344071724
1991,0.17356701895100518
2121,0.17586774983458747
1792,0.2041363546933603
2157,0.17419593599186448
2168,0.18255371249970737
1752,0.1632090410907378
1527,0.17682751443892145
1855,0.18048369574950124
2057,0.1946699787308593
2142,0.20601426659152197
2481,0.16200016749248514
1979,0.10703610030240172
1868,0.17559455724901837
1460,0.15568663557782195
2316,0.17163179752881805
2221,0.15985205835188565
2033,0.1630321738394546
1717,0.1649796408015094
2479,0.09491833102358488
2396,0.15281739669081312
1071,0.19339953293059908
2472,0.15864053051906998
1710,0.17937047135425788
2029,0.15993446358260752
2156,0.18848320619197717
1656,0.18902408900980516
2330,0.14725072036820686
2233,0.16857613741866356
1833,0.15432344252888333
1892,0.11650724564765008
2002,0.14949300195965912
208,0.15049703170445455
2483,0.09040587041430564
2327,0.14944896676313682
2053,0.08081708160405074
566,0.18126814612576733
905,0.06254788729924589
